respondent_key,split
2015-2016:86361,train
2015-2016:86364,train
2015-2016:86366,train
2015-2016:86390,train
2015-2016:86400,train
2015-2016:86409,validation
2015-2016:86413,train
2015-2016:86416,train
2015-2016:86426,train
2015-2016:86436,train
2015-2016:86447,train
2015-2016:86456,train
2015-2016:86458,train
2015-2016:86460,train
2015-2016:86467,train
2015-2016:86470,train
2015-2016:86472,train
2015-2016:86473,train
2015-2016:86476,train
2015-2016:86490,validation
2015-2016:86492,test
2015-2016:86493,train
2015-2016:86494,train
2015-2016:86495,train
2015-2016:86510,train
2015-2016:86511,train
2015-2016:86524,train
2015-2016:86528,train
2015-2016:86534,train
2015-2016:86536,train
2015-2016:86552,train
2015-2016:86557,validation
2015-2016:86566,train
2015-2016:86568,train
2015-2016:86572,train
2015-2016:86577,train
2015-2016:86584,test
2015-2016:86593,train
2015-2016:86600,train
2015-2016:86607,train
2015-2016:86615,train
2015-2016:86618,validation
2015-2016:86626,train
2015-2016:86628,train
2015-2016:86629,test
2015-2016:86633,train
2015-2016:86639,train
2015-2016:86649,validation
2015-2016:86659,train
2015-2016:86660,test
2015-2016:86665,train
2015-2016:86670,test
2015-2016:86672,test
2015-2016:86686,train
2015-2016:86687,train
2015-2016:86695,validation
2015-2016:86696,test
2015-2016:86706,train
2015-2016:86717,train
2015-2016:86724,test
2015-2016:86728,train
2015-2016:86736,train
2015-2016:86746,train
2015-2016:86752,train
2015-2016:86759,test
2015-2016:86761,train
2015-2016:86775,train
2015-2016:86776,train
2015-2016:86785,test
2015-2016:86793,train
2015-2016:86795,train
2015-2016:86796,train
2015-2016:86802,train
2015-2016:86810,validation
2015-2016:86811,validation
2015-2016:86812,train
2015-2016:86826,train
2015-2016:86830,train
2015-2016:86833,train
2015-2016:86838,train
2015-2016:86850,train
2015-2016:86863,train
2015-2016:86868,train
2015-2016:86872,train
2015-2016:86879,train
2015-2016:86882,train
2015-2016:86889,test
2015-2016:86898,train
2015-2016:86905,validation
2015-2016:86908,train
2015-2016:86918,train
2015-2016:86922,validation
2015-2016:86941,train
2015-2016:86943,validation
2015-2016:86950,train
2015-2016:86952,train
2015-2016:86955,train
2015-2016:86959,train
2015-2016:86961,train
2015-2016:86966,validation
2015-2016:86968,train
2015-2016:86972,train
2015-2016:86978,train
2015-2016:86981,train
2015-2016:86990,validation
2015-2016:86991,train
2015-2016:86993,train
2015-2016:86996,test
2015-2016:87005,train
2015-2016:87014,train
2015-2016:87018,train
2015-2016:87026,test
2015-2016:87028,train
2015-2016:87030,train
2015-2016:87031,test
2015-2016:87044,train
2015-2016:87046,train
2015-2016:87050,train
2015-2016:87053,test
2015-2016:87056,train
2015-2016:87058,train
2015-2016:87067,train
2015-2016:87078,validation
2015-2016:87080,train
2015-2016:87084,validation
2015-2016:87086,test
2015-2016:87090,test
2015-2016:87092,train
2015-2016:87100,train
2015-2016:87112,train
2015-2016:87115,test
2015-2016:87117,train
2015-2016:87120,train
2015-2016:87122,validation
2015-2016:87127,train
2015-2016:87129,train
2015-2016:87130,validation
2015-2016:87131,train
2015-2016:87154,train
2015-2016:87159,validation
2015-2016:87162,train
2015-2016:87163,validation
2015-2016:87165,train
2015-2016:87166,test
2015-2016:87174,test
2015-2016:87179,train
2015-2016:87180,train
2015-2016:87191,test
2015-2016:87192,validation
2015-2016:87194,train
2015-2016:87196,train
2015-2016:87200,train
2015-2016:87207,train
2015-2016:87209,train
2015-2016:87212,train
2015-2016:87219,validation
2015-2016:87226,train
2015-2016:87237,train
2015-2016:87243,train
2015-2016:87250,validation
2015-2016:87251,train
2015-2016:87257,validation
2015-2016:87258,train
2015-2016:87268,test
2015-2016:87274,train
2015-2016:87276,train
2015-2016:87277,test
2015-2016:87283,train
2015-2016:87289,validation
2015-2016:87303,train
2015-2016:87304,train
2015-2016:87308,test
2015-2016:87314,train
2015-2016:87318,train
2015-2016:87322,train
2015-2016:87325,train
2015-2016:87329,train
2015-2016:87330,validation
2015-2016:87332,train
2015-2016:87337,train
2015-2016:87342,train
2015-2016:87343,train
2015-2016:87346,train
2015-2016:87353,train
2015-2016:87360,validation
2015-2016:87369,test
2015-2016:87371,validation
2015-2016:87372,train
2015-2016:87389,train
2015-2016:87399,train
2015-2016:87408,test
2015-2016:87416,test
2015-2016:87423,train
2015-2016:87425,train
2015-2016:87427,train
2015-2016:87436,train
2015-2016:87440,train
2015-2016:87441,train
2015-2016:87445,test
2015-2016:87447,train
2015-2016:87452,test
2015-2016:87454,train
2015-2016:87466,validation
2015-2016:87467,train
2015-2016:87470,train
2015-2016:87474,train
2015-2016:87475,train
2015-2016:87480,train
2015-2016:87487,train
2015-2016:87497,test
2015-2016:87498,train
2015-2016:87508,train
2015-2016:87513,train
2015-2016:87515,validation
2015-2016:87516,validation
2015-2016:87517,train
2015-2016:87520,train
2015-2016:87522,train
2015-2016:87523,train
2015-2016:87527,validation
2015-2016:87532,train
2015-2016:87539,train
2015-2016:87544,train
2015-2016:87554,train
2015-2016:87555,train
2015-2016:87558,validation
2015-2016:87577,train
2015-2016:87580,train
2015-2016:87584,train
2015-2016:87596,test
2015-2016:87598,test
2015-2016:87600,train
2015-2016:87606,train
2015-2016:87632,train
2015-2016:87634,validation
2015-2016:87645,train
2015-2016:87647,train
2015-2016:87648,validation
2015-2016:87653,train
2015-2016:87661,train
2015-2016:87665,validation
2015-2016:87666,test
2015-2016:87669,train
2015-2016:87675,test
2015-2016:87687,train
2015-2016:87694,train
2015-2016:87696,train
2015-2016:87697,train
2015-2016:87712,test
2015-2016:87719,train
2015-2016:87720,validation
2015-2016:87723,train
2015-2016:87727,train
2015-2016:87730,test
2015-2016:87732,train
2015-2016:87734,train
2015-2016:87740,train
2015-2016:87741,validation
2015-2016:87761,train
2015-2016:87769,train
2015-2016:87772,train
2015-2016:87776,train
2015-2016:87777,validation
2015-2016:87788,train
2015-2016:87789,train
2015-2016:87790,train
2015-2016:87795,test
2015-2016:87797,train
2015-2016:87799,train
2015-2016:87800,train
2015-2016:87806,test
2015-2016:87808,train
2015-2016:87814,train
2015-2016:87818,test
2015-2016:87820,test
2015-2016:87821,train
2015-2016:87822,test
2015-2016:87841,train
2015-2016:87842,validation
2015-2016:87845,train
2015-2016:87846,train
2015-2016:87848,train
2015-2016:87850,validation
2015-2016:87852,train
2015-2016:87859,train
2015-2016:87862,train
2015-2016:87874,train
2015-2016:87882,train
2015-2016:87888,train
2015-2016:87891,train
2015-2016:87892,validation
2015-2016:87899,validation
2015-2016:87901,train
2015-2016:87905,train
2015-2016:87906,train
2015-2016:87907,validation
2015-2016:87920,validation
2015-2016:87935,train
2015-2016:87937,test
2015-2016:87953,validation
2015-2016:87961,train
2015-2016:87963,train
2015-2016:87969,train
2015-2016:87970,train
2015-2016:87978,train
2015-2016:87982,test
2015-2016:87984,train
2015-2016:87998,test
2015-2016:87999,test
2015-2016:88000,validation
2015-2016:88004,train
2015-2016:88005,test
2015-2016:88008,train
2015-2016:88011,train
2015-2016:88022,validation
2015-2016:88027,train
2015-2016:88042,test
2015-2016:88044,train
2015-2016:88046,train
2015-2016:88047,train
2015-2016:88048,train
2015-2016:88049,train
2015-2016:88050,train
2015-2016:88055,train
2015-2016:88057,train
2015-2016:88058,test
2015-2016:88060,train
2015-2016:88065,train
2015-2016:88071,test
2015-2016:88072,test
2015-2016:88073,train
2015-2016:88081,train
2015-2016:88089,train
2015-2016:88094,train
2015-2016:88097,train
2015-2016:88099,train
2015-2016:88104,train
2015-2016:88110,train
2015-2016:88116,train
2015-2016:88119,validation
2015-2016:88123,train
2015-2016:88137,train
2015-2016:88138,train
2015-2016:88141,test
2015-2016:88148,test
2015-2016:88160,test
2015-2016:88167,train
2015-2016:88174,train
2015-2016:88184,train
2015-2016:88189,train
2015-2016:88199,train
2015-2016:88205,validation
2015-2016:88206,train
2015-2016:88211,test
2015-2016:88215,test
2015-2016:88216,train
2015-2016:88230,train
2015-2016:88234,train
2015-2016:88240,validation
2015-2016:88244,train
2015-2016:88254,train
2015-2016:88256,test
2015-2016:88257,test
2015-2016:88260,validation
2015-2016:88261,train
2015-2016:88262,validation
2015-2016:88264,validation
2015-2016:88269,train
2015-2016:88272,validation
2015-2016:88277,train
2015-2016:88289,train
2015-2016:88293,train
2015-2016:88296,validation
2015-2016:88297,train
2015-2016:88299,train
2015-2016:88304,validation
2015-2016:88321,train
2015-2016:88328,train
2015-2016:88332,train
2015-2016:88333,validation
2015-2016:88334,train
2015-2016:88339,validation
2015-2016:88348,train
2015-2016:88349,validation
2015-2016:88351,train
2015-2016:88352,test
2015-2016:88359,train
2015-2016:88360,train
2015-2016:88361,train
2015-2016:88366,train
2015-2016:88383,train
2015-2016:88385,test
2015-2016:88386,train
2015-2016:88392,train
2015-2016:88393,train
2015-2016:88395,train
2015-2016:88397,train
2015-2016:88400,test
2015-2016:88401,train
2015-2016:88402,train
2015-2016:88414,train
2015-2016:88431,train
2015-2016:88433,train
2015-2016:88436,train
2015-2016:88439,train
2015-2016:88440,train
2015-2016:88445,train
2015-2016:88451,train
2015-2016:88452,validation
2015-2016:88453,train
2015-2016:88457,train
2015-2016:88460,train
2015-2016:88462,train
2015-2016:88473,validation
2015-2016:88476,train
2015-2016:88480,train
2015-2016:88481,train
2015-2016:88482,train
2015-2016:88483,validation
2015-2016:88485,train
2015-2016:88487,train
2015-2016:88490,test
2015-2016:88493,validation
2015-2016:88495,train
2015-2016:88496,train
2015-2016:88500,train
2015-2016:88504,train
2015-2016:88507,train
2015-2016:88514,train
2015-2016:88518,train
2015-2016:88521,train
2015-2016:88527,train
2015-2016:88529,train
2015-2016:88530,train
2015-2016:88531,validation
2015-2016:88533,train
2015-2016:88535,validation
2015-2016:88536,validation
2015-2016:88538,train
2015-2016:88540,train
2015-2016:88541,validation
2015-2016:88565,train
2015-2016:88566,train
2015-2016:88568,train
2015-2016:88570,train
2015-2016:88572,train
2015-2016:88588,train
2015-2016:88589,validation
2015-2016:88593,train
2015-2016:88596,validation
2015-2016:88601,validation
2015-2016:88605,train
2015-2016:88608,train
2015-2016:88611,train
2015-2016:88613,train
2015-2016:88614,train
2015-2016:88615,train
2015-2016:88619,train
2015-2016:88625,train
2015-2016:88628,train
2015-2016:88629,train
2015-2016:88632,validation
2015-2016:88650,train
2015-2016:88651,validation
2015-2016:88653,validation
2015-2016:88654,train
2015-2016:88657,validation
2015-2016:88666,train
2015-2016:88668,test
2015-2016:88673,train
2015-2016:88674,train
2015-2016:88676,train
2015-2016:88680,test
2015-2016:88684,validation
2015-2016:88688,validation
2015-2016:88689,train
2015-2016:88694,train
2015-2016:88699,validation
2015-2016:88702,train
2015-2016:88704,train
2015-2016:88707,test
2015-2016:88708,train
2015-2016:88709,validation
2015-2016:88720,train
2015-2016:88721,test
2015-2016:88722,train
2015-2016:88726,train
2015-2016:88728,train
2015-2016:88733,test
2015-2016:88744,test
2015-2016:88748,test
2015-2016:88753,train
2015-2016:88754,train
2015-2016:88757,train
2015-2016:88759,train
2015-2016:88762,train
2015-2016:88766,validation
2015-2016:88772,validation
2015-2016:88786,train
2015-2016:88787,train
2015-2016:88795,train
2015-2016:88797,train
2015-2016:88799,validation
2015-2016:88811,train
2015-2016:88823,test
2015-2016:88829,train
2015-2016:88830,validation
2015-2016:88833,train
2015-2016:88836,train
2015-2016:88839,train
2015-2016:88842,train
2015-2016:88845,train
2015-2016:88847,validation
2015-2016:88848,train
2015-2016:88858,train
2015-2016:88862,train
2015-2016:88868,validation
2015-2016:88881,train
2015-2016:88886,train
2015-2016:88888,validation
2015-2016:88890,train
2015-2016:88891,train
2015-2016:88892,train
2015-2016:88903,test
2015-2016:88905,validation
2015-2016:88907,train
2015-2016:88908,train
2015-2016:88918,train
2015-2016:88920,train
2015-2016:88932,test
2015-2016:88937,train
2015-2016:88941,train
2015-2016:88944,train
2015-2016:88947,train
2015-2016:88951,validation
2015-2016:88964,train
2015-2016:88970,train
2015-2016:88976,train
2015-2016:88979,train
2015-2016:88984,test
2015-2016:88986,train
2015-2016:88991,train
2015-2016:88992,train
2015-2016:88999,train
2015-2016:89008,train
2015-2016:89012,train
2015-2016:89013,train
2015-2016:89014,train
2015-2016:89020,train
2015-2016:89021,train
2015-2016:89025,train
2015-2016:89028,validation
2015-2016:89031,train
2015-2016:89034,train
2015-2016:89036,validation
2015-2016:89038,train
2015-2016:89052,train
2015-2016:89062,train
2015-2016:89069,train
2015-2016:89072,test
2015-2016:89084,train
2015-2016:89085,train
2015-2016:89086,train
2015-2016:89090,train
2015-2016:89092,test
2015-2016:89093,validation
2015-2016:89096,train
2015-2016:89097,test
2015-2016:89104,train
2015-2016:89106,train
2015-2016:89111,train
2015-2016:89122,test
2015-2016:89146,train
2015-2016:89152,test
2015-2016:89155,train
2015-2016:89156,train
2015-2016:89160,test
2015-2016:89161,train
2015-2016:89170,train
2015-2016:89171,test
2015-2016:89174,test
2015-2016:89175,train
2015-2016:89176,validation
2015-2016:89182,train
2015-2016:89187,train
2015-2016:89188,train
2015-2016:89189,validation
2015-2016:89197,test
2015-2016:89211,validation
2015-2016:89215,train
2015-2016:89217,validation
2015-2016:89222,test
2015-2016:89229,train
2015-2016:89230,train
2015-2016:89233,train
2015-2016:89241,validation
2015-2016:89243,train
2015-2016:89248,train
2015-2016:89249,train
2015-2016:89253,train
2015-2016:89255,train
2015-2016:89272,validation
2015-2016:89273,train
2015-2016:89275,train
2015-2016:89276,train
2015-2016:89278,train
2015-2016:89284,validation
2015-2016:89288,train
2015-2016:89289,train
2015-2016:89291,train
2015-2016:89294,train
2015-2016:89296,test
2015-2016:89303,train
2015-2016:89304,train
2015-2016:89305,validation
2015-2016:89310,train
2015-2016:89316,test
2015-2016:89328,train
2015-2016:89329,train
2015-2016:89341,train
2015-2016:89343,train
2015-2016:89348,validation
2015-2016:89351,test
2015-2016:89359,train
2015-2016:89362,train
2015-2016:89364,train
2015-2016:89377,validation
2015-2016:89389,train
2015-2016:89390,train
2015-2016:89395,train
2015-2016:89399,train
2015-2016:89402,train
2015-2016:89410,train
2015-2016:89417,test
2015-2016:89420,train
2015-2016:89435,train
2015-2016:89440,train
2015-2016:89441,train
2015-2016:89444,train
2015-2016:89446,train
2015-2016:89448,train
2015-2016:89453,train
2015-2016:89456,train
2015-2016:89457,train
2015-2016:89467,validation
2015-2016:89468,train
2015-2016:89470,test
2015-2016:89471,train
2015-2016:89474,train
2015-2016:89475,train
2015-2016:89476,train
2015-2016:89482,train
2015-2016:89483,validation
2015-2016:89486,train
2015-2016:89495,train
2015-2016:89496,validation
2015-2016:89500,train
2015-2016:89508,train
2015-2016:89511,train
2015-2016:89518,test
2015-2016:89525,train
2015-2016:89536,test
2015-2016:89545,validation
2015-2016:89552,validation
2015-2016:89562,train
2015-2016:89572,train
2015-2016:89575,train
2015-2016:89584,train
2015-2016:89588,train
2015-2016:89589,test
2015-2016:89592,test
2015-2016:89595,test
2015-2016:89596,test
2015-2016:89601,validation
2015-2016:89606,train
2015-2016:89607,test
2015-2016:89609,train
2015-2016:89611,train
2015-2016:89613,train
2015-2016:89616,train
2015-2016:89620,train
2015-2016:89622,train
2015-2016:89635,train
2015-2016:89637,train
2015-2016:89640,test
2015-2016:89645,train
2015-2016:89646,validation
2015-2016:89647,train
2015-2016:89651,test
2015-2016:89654,train
2015-2016:89659,train
2015-2016:89676,train
2015-2016:89684,train
2015-2016:89685,train
2015-2016:89686,train
2015-2016:89694,train
2015-2016:89702,train
2015-2016:89704,train
2015-2016:89705,train
2015-2016:89708,test
2015-2016:89710,test
2015-2016:89711,train
2015-2016:89712,train
2015-2016:89723,test
2015-2016:89726,test
2015-2016:89730,train
2015-2016:89737,test
2015-2016:89743,validation
2015-2016:89749,train
2015-2016:89750,train
2015-2016:89754,train
2015-2016:89759,test
2015-2016:89764,train
2015-2016:89772,train
2015-2016:89774,train
2015-2016:89777,train
2015-2016:89781,train
2015-2016:89782,train
2015-2016:89792,train
2015-2016:89795,test
2015-2016:89800,train
2015-2016:89802,train
2015-2016:89804,train
2015-2016:89805,train
2015-2016:89807,train
2015-2016:89810,train
2015-2016:89816,test
2015-2016:89820,train
2015-2016:89823,test
2015-2016:89824,train
2015-2016:89825,train
2015-2016:89829,test
2015-2016:89832,train
2015-2016:89833,train
2015-2016:89839,train
2015-2016:89849,validation
2015-2016:89854,train
2015-2016:89862,train
2015-2016:89868,train
2015-2016:89875,train
2015-2016:89876,train
2015-2016:89879,train
2015-2016:89880,train
2015-2016:89884,train
2015-2016:89886,train
2015-2016:89892,train
2015-2016:89893,train
2015-2016:89901,train
2015-2016:89904,validation
2015-2016:89911,train
2015-2016:89919,validation
2015-2016:89934,train
2015-2016:89957,train
2015-2016:89959,train
2015-2016:89964,train
2015-2016:89968,train
2015-2016:89970,train
2015-2016:89977,train
2015-2016:89978,train
2015-2016:89980,validation
2015-2016:89981,train
2015-2016:89987,train
2015-2016:89988,train
2015-2016:90005,validation
2015-2016:90011,validation
2015-2016:90014,test
2015-2016:90020,train
2015-2016:90028,test
2015-2016:90035,validation
2015-2016:90036,train
2015-2016:90039,train
2015-2016:90052,train
2015-2016:90061,train
2015-2016:90062,train
2015-2016:90064,train
2015-2016:90065,train
2015-2016:90066,test
2015-2016:90068,train
2015-2016:90069,train
2015-2016:90073,train
2015-2016:90074,train
2015-2016:90075,train
2015-2016:90083,test
2015-2016:90086,validation
2015-2016:90092,train
2015-2016:90093,train
2015-2016:90105,validation
2015-2016:90106,train
2015-2016:90111,validation
2015-2016:90112,train
2015-2016:90113,test
2015-2016:90117,train
2015-2016:90121,train
2015-2016:90125,train
2015-2016:90128,train
2015-2016:90146,train
2015-2016:90153,train
2015-2016:90157,validation
2015-2016:90164,test
2015-2016:90167,train
2015-2016:90168,train
2015-2016:90172,train
2015-2016:90178,train
2015-2016:90184,train
2015-2016:90185,train
2015-2016:90186,train
2015-2016:90188,train
2015-2016:90189,train
2015-2016:90190,test
2015-2016:90198,train
2015-2016:90201,test
2015-2016:90205,train
2015-2016:90210,train
2015-2016:90238,train
2015-2016:90243,train
2015-2016:90244,test
2015-2016:90247,train
2015-2016:90250,test
2015-2016:90257,validation
2015-2016:90260,test
2015-2016:90262,train
2015-2016:90268,train
2015-2016:90281,train
2015-2016:90282,validation
2015-2016:90295,test
2015-2016:90297,train
2015-2016:90298,train
2015-2016:90307,train
2015-2016:90308,train
2015-2016:90314,train
2015-2016:90319,validation
2015-2016:90320,validation
2015-2016:90327,train
2015-2016:90328,train
2015-2016:90335,train
2015-2016:90337,train
2015-2016:90338,train
2015-2016:90344,train
2015-2016:90347,validation
2015-2016:90349,train
2015-2016:90354,validation
2015-2016:90362,test
2015-2016:90366,train
2015-2016:90369,train
2015-2016:90375,train
2015-2016:90377,train
2015-2016:90384,train
2015-2016:90397,train
2015-2016:90398,train
2015-2016:90399,train
2015-2016:90403,train
2015-2016:90413,train
2015-2016:90417,test
2015-2016:90426,test
2015-2016:90433,train
2015-2016:90434,validation
2015-2016:90441,train
2015-2016:90444,train
2015-2016:90447,validation
2015-2016:90454,train
2015-2016:90457,train
2015-2016:90458,train
2015-2016:90461,test
2015-2016:90463,train
2015-2016:90483,train
2015-2016:90485,train
2015-2016:90490,train
2015-2016:90500,train
2015-2016:90501,train
2015-2016:90502,validation
2015-2016:90515,train
2015-2016:90516,train
2015-2016:90525,train
2015-2016:90528,train
2015-2016:90531,train
2015-2016:90533,train
2015-2016:90540,train
2015-2016:90542,test
2015-2016:90544,train
2015-2016:90547,train
2015-2016:90563,train
2015-2016:90565,train
2015-2016:90569,train
2015-2016:90571,train
2015-2016:90573,train
2015-2016:90576,train
2015-2016:90586,train
2015-2016:90590,train
2015-2016:90592,train
2015-2016:90596,train
2015-2016:90598,test
2015-2016:90599,test
2015-2016:90604,train
2015-2016:90610,train
2015-2016:90617,train
2015-2016:90618,train
2015-2016:90623,train
2015-2016:90627,train
2015-2016:90629,train
2015-2016:90633,train
2015-2016:90642,train
2015-2016:90651,validation
2015-2016:90653,train
2015-2016:90655,train
2015-2016:90658,test
2015-2016:90664,validation
2015-2016:90668,train
2015-2016:90670,train
2015-2016:90674,train
2015-2016:90686,train
2015-2016:90691,train
2015-2016:90693,train
2015-2016:90700,test
2015-2016:90703,train
2015-2016:90712,train
2015-2016:90718,train
2015-2016:90720,train
2015-2016:90721,validation
2015-2016:90724,train
2015-2016:90728,train
2015-2016:90736,train
2015-2016:90742,validation
2015-2016:90744,train
2015-2016:90745,train
2015-2016:90746,train
2015-2016:90748,test
2015-2016:90760,train
2015-2016:90767,train
2015-2016:90768,train
2015-2016:90773,train
2015-2016:90775,train
2015-2016:90782,train
2015-2016:90793,train
2015-2016:90794,train
2015-2016:90797,test
2015-2016:90801,test
2015-2016:90804,test
2015-2016:90805,train
2015-2016:90811,train
2015-2016:90817,train
2015-2016:90820,validation
2015-2016:90835,train
2015-2016:90837,train
2015-2016:90842,train
2015-2016:90847,train
2015-2016:90852,test
2015-2016:90853,train
2015-2016:90856,validation
2015-2016:90859,test
2015-2016:90861,test
2015-2016:90863,train
2015-2016:90871,test
2015-2016:90872,train
2015-2016:90873,train
2015-2016:90877,validation
2015-2016:90882,validation
2015-2016:90889,train
2015-2016:90896,train
2015-2016:90900,train
2015-2016:90905,train
2015-2016:90911,train
2015-2016:90914,train
2015-2016:90917,train
2015-2016:90918,train
2015-2016:90919,train
2015-2016:90923,train
2015-2016:90925,train
2015-2016:90932,train
2015-2016:90953,train
2015-2016:90959,train
2015-2016:90964,train
2015-2016:90965,validation
2015-2016:90970,train
2015-2016:90971,validation
2015-2016:90975,train
2015-2016:90977,test
2015-2016:90980,train
2015-2016:90981,train
2015-2016:90982,train
2015-2016:90989,train
2015-2016:90994,train
2015-2016:91010,train
2015-2016:91015,train
2015-2016:91017,train
2015-2016:91025,train
2015-2016:91028,train
2015-2016:91038,train
2015-2016:91041,train
2015-2016:91043,train
2015-2016:91047,train
2015-2016:91055,train
2015-2016:91059,train
2015-2016:91060,train
2015-2016:91064,train
2015-2016:91067,train
2015-2016:91074,train
2015-2016:91078,test
2015-2016:91080,train
2015-2016:91082,train
2015-2016:91085,train
2015-2016:91091,train
2015-2016:91092,validation
2015-2016:91094,train
2015-2016:91097,validation
2015-2016:91109,train
2015-2016:91111,test
2015-2016:91112,validation
2015-2016:91122,train
2015-2016:91124,train
2015-2016:91126,train
2015-2016:91128,train
2015-2016:91133,train
2015-2016:91136,train
2015-2016:91138,train
2015-2016:91144,train
2015-2016:91146,train
2015-2016:91153,train
2015-2016:91155,train
2015-2016:91163,train
2015-2016:91164,test
2015-2016:91171,validation
2015-2016:91194,train
2015-2016:91196,train
2015-2016:91204,validation
2015-2016:91211,train
2015-2016:91215,train
2015-2016:91216,test
2015-2016:91223,train
2015-2016:91227,test
2015-2016:91228,test
2015-2016:91234,train
2015-2016:91236,train
2015-2016:91247,train
2015-2016:91250,validation
2015-2016:91253,test
2015-2016:91258,train
2015-2016:91261,train
2015-2016:91271,train
2015-2016:91272,train
2015-2016:91278,train
2015-2016:91284,train
2015-2016:91290,train
2015-2016:91291,train
2015-2016:91313,train
2015-2016:91316,test
2015-2016:91317,train
2015-2016:91323,train
2015-2016:91324,train
2015-2016:91327,train
2015-2016:91328,train
2015-2016:91334,train
2015-2016:91336,train
2015-2016:91338,train
2015-2016:91351,train
2015-2016:91355,train
2015-2016:91356,validation
2015-2016:91358,train
2015-2016:91363,train
2015-2016:91366,train
2015-2016:91383,train
2015-2016:91392,train
2015-2016:91396,train
2015-2016:91399,train
2015-2016:91400,validation
2015-2016:91404,train
2015-2016:91408,validation
2015-2016:91417,train
2015-2016:91418,validation
2015-2016:91419,train
2015-2016:91420,test
2015-2016:91421,train
2015-2016:91425,validation
2015-2016:91433,train
2015-2016:91436,train
2015-2016:91438,train
2015-2016:91445,train
2015-2016:91446,test
2015-2016:91449,train
2015-2016:91453,test
2015-2016:91454,train
2015-2016:91456,validation
2015-2016:91474,train
2015-2016:91475,train
2015-2016:91476,validation
2015-2016:91479,train
2015-2016:91482,train
2015-2016:91485,train
2015-2016:91487,train
2015-2016:91490,train
2015-2016:91493,test
2015-2016:91497,test
2015-2016:91507,train
2015-2016:91513,train
2015-2016:91515,train
2015-2016:91525,train
2015-2016:91527,train
2015-2016:91529,train
2015-2016:91530,test
2015-2016:91534,train
2015-2016:91536,validation
2015-2016:91544,validation
2015-2016:91555,train
2015-2016:91556,train
2015-2016:91566,train
2015-2016:91570,validation
2015-2016:91573,train
2015-2016:91581,train
2015-2016:91582,train
2015-2016:91589,test
2015-2016:91597,validation
2015-2016:91603,train
2015-2016:91605,train
2015-2016:91606,validation
2015-2016:91608,train
2015-2016:91611,train
2015-2016:91618,validation
2015-2016:91621,train
2015-2016:91622,train
2015-2016:91627,train
2015-2016:91630,validation
2015-2016:91633,train
2015-2016:91635,validation
2015-2016:91642,test
2015-2016:91643,test
2015-2016:91644,train
2015-2016:91645,test
2015-2016:91652,train
2015-2016:91659,train
2015-2016:91665,validation
2015-2016:91667,validation
2015-2016:91675,test
2015-2016:91677,train
2015-2016:91683,train
2015-2016:91709,train
2015-2016:91711,train
2015-2016:91721,train
2015-2016:91722,train
2015-2016:91732,train
2015-2016:91734,train
2015-2016:91744,train
2015-2016:91749,train
2015-2016:91750,validation
2015-2016:91753,train
2015-2016:91756,train
2015-2016:91758,test
2015-2016:91771,train
2015-2016:91784,validation
2015-2016:91785,train
2015-2016:91787,test
2015-2016:91788,train
2015-2016:91790,train
2015-2016:91792,train
2015-2016:91801,train
2015-2016:91803,test
2015-2016:91806,test
2015-2016:91810,train
2015-2016:91812,test
2015-2016:91814,train
2015-2016:91821,train
2015-2016:91824,test
2015-2016:91833,train
2015-2016:91834,train
2015-2016:91838,train
2015-2016:91839,validation
2015-2016:91840,train
2015-2016:91842,train
2015-2016:91850,train
2015-2016:91852,validation
2015-2016:91853,train
2015-2016:91862,train
2015-2016:91865,train
2015-2016:91869,train
2015-2016:91874,test
2015-2016:91880,train
2015-2016:91884,test
2015-2016:91887,train
2015-2016:91888,test
2015-2016:91892,train
2015-2016:91893,train
2015-2016:91897,test
2015-2016:91899,train
2015-2016:91900,train
2015-2016:91903,train
2015-2016:91904,test
2015-2016:91910,test
2015-2016:91911,test
2015-2016:91916,test
2015-2016:91921,validation
2015-2016:91922,train
2015-2016:91927,train
2015-2016:91928,train
2015-2016:91932,test
2015-2016:91945,validation
2015-2016:91954,train
2015-2016:91957,train
2015-2016:91960,train
2015-2016:91964,test
2015-2016:91983,train
2015-2016:91984,train
2015-2016:91996,test
2015-2016:91997,validation
2015-2016:91999,train
2015-2016:92010,train
2015-2016:92020,validation
2015-2016:92037,train
2015-2016:92043,train
2015-2016:92050,train
2015-2016:92051,train
2015-2016:92055,train
2015-2016:92059,train
2015-2016:92078,train
2015-2016:92081,train
2015-2016:92089,train
2015-2016:92092,train
2015-2016:92110,train
2015-2016:92116,train
2015-2016:92119,train
2015-2016:92124,train
2015-2016:92128,train
2015-2016:92129,train
2015-2016:92131,train
2015-2016:92143,test
2015-2016:92152,validation
2015-2016:92159,train
2015-2016:92160,train
2015-2016:92171,train
2015-2016:92179,train
2015-2016:92184,train
2015-2016:92189,train
2015-2016:92190,train
2015-2016:92198,train
2015-2016:92203,train
2015-2016:92204,test
2015-2016:92206,test
2015-2016:92207,train
2015-2016:92210,train
2015-2016:92212,validation
2015-2016:92216,train
2015-2016:92217,validation
2015-2016:92220,validation
2015-2016:92221,test
2015-2016:92225,train
2015-2016:92226,train
2015-2016:92229,validation
2015-2016:92230,test
2015-2016:92239,train
2015-2016:92247,train
2015-2016:92250,train
2015-2016:92252,train
2015-2016:92253,train
2015-2016:92258,train
2015-2016:92287,train
2015-2016:92297,train
2015-2016:92298,train
2015-2016:92299,validation
2015-2016:92300,validation
